symbols,relations,k,vertical_support,tirp_obj,tirp_str,is_closed,is_super_pattern
"(17, 19, 16)","('<', '<', 'o')",3,0.5,,GLUCOSE_MEASURE_TREND:Increasing < MEAL_CONTEXT:Breakfast < GLUCOSE_MEASURE_TREND:Decreasing,False,False
"(17, 2, 18)","('o', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_TREND:Increasing o BASAL_BITZUA_STATE:SubCutaneous Low < GLUCOSE_MEASURE_TREND:Steady,True,True
"(17, 18, 9)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_TREND:Increasing < GLUCOSE_MEASURE_TREND:Steady < DISGLYCEMIA_EVENT:Hypoglycemia,False,False
"(17, 18, 3)","('<', '<', 'o')",3,0.5,,GLUCOSE_MEASURE_TREND:Increasing < GLUCOSE_MEASURE_TREND:Steady < BASAL_BITZUA_STATE:SubCutaneous Medium,False,False
"(17, 18, 14)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_TREND:Increasing < GLUCOSE_MEASURE_TREND:Steady < GLUCOSE_MEASURE_STATE:Normal Glucose,True,False
"(17, 8, 14)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_TREND:Increasing < DISGLYCEMIA_EVENT:Hyperglycemia < GLUCOSE_MEASURE_STATE:Normal Glucose,False,False
"(17, 8, 8)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_TREND:Increasing < DISGLYCEMIA_EVENT:Hyperglycemia < DISGLYCEMIA_EVENT:Hyperglycemia,True,False
"(17, 16, 9)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_TREND:Increasing < GLUCOSE_MEASURE_TREND:Decreasing < DISGLYCEMIA_EVENT:Hypoglycemia,False,False
"(17, 10, 13)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_TREND:Increasing < GLUCOSE_MEASURE_STATE:High Glucose < GLUCOSE_MEASURE_STATE:Low Glucose,False,False
"(17, 10, 18)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_TREND:Increasing < GLUCOSE_MEASURE_STATE:High Glucose < GLUCOSE_MEASURE_TREND:Steady,True,False
"(17, 10, 16)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_TREND:Increasing < GLUCOSE_MEASURE_STATE:High Glucose < GLUCOSE_MEASURE_TREND:Decreasing,False,False
"(16, 15, 9)","('c', 'c', 'c')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing c GLUCOSE_MEASURE_STATE:Severe Hypoglycemia c DISGLYCEMIA_EVENT:Hypoglycemia,False,False
"(16, 15, 13)","('c', '<', '<')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing c GLUCOSE_MEASURE_STATE:Severe Hypoglycemia < GLUCOSE_MEASURE_STATE:Low Glucose,False,False
"(16, 13, 17)","('c', '<', '<')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing c GLUCOSE_MEASURE_STATE:Low Glucose < GLUCOSE_MEASURE_TREND:Increasing,True,True
"(16, 13, 18)","('c', '<', '<')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing c GLUCOSE_MEASURE_STATE:Low Glucose < GLUCOSE_MEASURE_TREND:Steady,True,True
"(16, 15, 9)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing < GLUCOSE_MEASURE_STATE:Severe Hypoglycemia < DISGLYCEMIA_EVENT:Hypoglycemia,False,False
"(16, 21, 20)","('c', '<', '<')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing c MEAL_CONTEXT:Lunch < MEAL_CONTEXT:Dinner,False,False
"(16, 19, 21)","('o', '<', '<')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing o MEAL_CONTEXT:Breakfast < MEAL_CONTEXT:Lunch,False,False
"(16, 19, 18)","('o', '<', 'o')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing o MEAL_CONTEXT:Breakfast < GLUCOSE_MEASURE_TREND:Steady,False,False
"(16, 21, 8)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing < MEAL_CONTEXT:Lunch < DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(16, 14, 17)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing < GLUCOSE_MEASURE_STATE:Normal Glucose < GLUCOSE_MEASURE_TREND:Increasing,False,False
"(16, 21, 18)","('o', '<', 'o')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing o MEAL_CONTEXT:Lunch < GLUCOSE_MEASURE_TREND:Steady,True,True
"(16, 9, 14)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing < DISGLYCEMIA_EVENT:Hypoglycemia < GLUCOSE_MEASURE_STATE:Normal Glucose,False,False
"(16, 9, 17)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing < DISGLYCEMIA_EVENT:Hypoglycemia < GLUCOSE_MEASURE_TREND:Increasing,False,False
"(16, 9, 21)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing < DISGLYCEMIA_EVENT:Hypoglycemia < MEAL_CONTEXT:Lunch,False,False
"(16, 9, 10)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing < DISGLYCEMIA_EVENT:Hypoglycemia < GLUCOSE_MEASURE_STATE:High Glucose,False,False
"(16, 17, 10)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing < GLUCOSE_MEASURE_TREND:Increasing < GLUCOSE_MEASURE_STATE:High Glucose,False,False
"(16, 9, 17)","('c', '<', '<')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing c DISGLYCEMIA_EVENT:Hypoglycemia < GLUCOSE_MEASURE_TREND:Increasing,False,False
"(16, 14, 13)","('c', 'o', '<')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing c GLUCOSE_MEASURE_STATE:Normal Glucose o GLUCOSE_MEASURE_STATE:Low Glucose,True,True
"(16, 18, 10)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing < GLUCOSE_MEASURE_TREND:Steady < GLUCOSE_MEASURE_STATE:High Glucose,False,False
"(16, 18, 5)","('<', '<', 'o')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing < GLUCOSE_MEASURE_TREND:Steady < BOLUS_BITZUA_STATE:SubCutaneous Low,False,False
"(16, 18, 14)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing < GLUCOSE_MEASURE_TREND:Steady < GLUCOSE_MEASURE_STATE:Normal Glucose,True,False
"(16, 5, 18)","('o', '<', 'o')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing o BOLUS_BITZUA_STATE:SubCutaneous Low < GLUCOSE_MEASURE_TREND:Steady,False,False
"(16, 20, 9)","('o', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing o MEAL_CONTEXT:Dinner < DISGLYCEMIA_EVENT:Hypoglycemia,False,False
"(16, 20, 17)","('o', '<', 'o')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing o MEAL_CONTEXT:Dinner < GLUCOSE_MEASURE_TREND:Increasing,True,True
"(16, 8, 9)","('c', 'c', '<')",3,0.5,,GLUCOSE_MEASURE_TREND:Decreasing c DISGLYCEMIA_EVENT:Hyperglycemia c DISGLYCEMIA_EVENT:Hypoglycemia,False,False
"(15, 9, 14)","('c', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Severe Hypoglycemia c DISGLYCEMIA_EVENT:Hypoglycemia < GLUCOSE_MEASURE_STATE:Normal Glucose,True,True
"(14, 21, 20)","('c', 'o', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose c MEAL_CONTEXT:Lunch o MEAL_CONTEXT:Dinner,True,True
"(14, 11, 8)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose < GLUCOSE_MEASURE_STATE:Hyperglycemia < DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(14, 21, 18)","('<', '<', 'o')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose < MEAL_CONTEXT:Lunch < GLUCOSE_MEASURE_TREND:Steady,False,False
"(14, 20, 13)","('o', '<', 'o')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose o MEAL_CONTEXT:Dinner < GLUCOSE_MEASURE_STATE:Low Glucose,False,False
"(14, 20, 8)","('o', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose o MEAL_CONTEXT:Dinner < DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(14, 20, 10)","('o', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose o MEAL_CONTEXT:Dinner < GLUCOSE_MEASURE_STATE:High Glucose,False,False
"(14, 15, 9)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose < GLUCOSE_MEASURE_STATE:Severe Hypoglycemia < DISGLYCEMIA_EVENT:Hypoglycemia,False,False
"(14, 16, 17)","('c', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose c GLUCOSE_MEASURE_TREND:Decreasing < GLUCOSE_MEASURE_TREND:Increasing,False,False
"(14, 16, 18)","('c', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose c GLUCOSE_MEASURE_TREND:Decreasing < GLUCOSE_MEASURE_TREND:Steady,False,False
"(14, 20, 3)","('c', 'o', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose c MEAL_CONTEXT:Dinner o BASAL_BITZUA_STATE:SubCutaneous Medium,False,False
"(14, 19, 8)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose < MEAL_CONTEXT:Breakfast < DISGLYCEMIA_EVENT:Hyperglycemia,True,False
"(14, 13, 16)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose < GLUCOSE_MEASURE_STATE:Low Glucose < GLUCOSE_MEASURE_TREND:Decreasing,False,False
"(14, 13, 17)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose < GLUCOSE_MEASURE_STATE:Low Glucose < GLUCOSE_MEASURE_TREND:Increasing,True,False
"(14, 13, 8)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose < GLUCOSE_MEASURE_STATE:Low Glucose < DISGLYCEMIA_EVENT:Hyperglycemia,True,False
"(14, 13, 18)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose < GLUCOSE_MEASURE_STATE:Low Glucose < GLUCOSE_MEASURE_TREND:Steady,False,False
"(14, 3, 10)","('o', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose o BASAL_BITZUA_STATE:SubCutaneous Medium < GLUCOSE_MEASURE_STATE:High Glucose,False,False
"(14, 19, 6)","('o', '<', 'o')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose o MEAL_CONTEXT:Breakfast < BOLUS_BITZUA_STATE:SubCutaneous Medium,False,False
"(14, 19, 9)","('o', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose o MEAL_CONTEXT:Breakfast < DISGLYCEMIA_EVENT:Hypoglycemia,True,True
"(14, 19, 5)","('o', '<', 'o')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose o MEAL_CONTEXT:Breakfast < BOLUS_BITZUA_STATE:SubCutaneous Low,True,False
"(14, 17, 8)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose < GLUCOSE_MEASURE_TREND:Increasing < DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(14, 18, 10)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose < GLUCOSE_MEASURE_TREND:Steady < GLUCOSE_MEASURE_STATE:High Glucose,False,False
"(14, 18, 9)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose < GLUCOSE_MEASURE_TREND:Steady < DISGLYCEMIA_EVENT:Hypoglycemia,False,False
"(14, 20, 18)","('<', '<', 'o')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose < MEAL_CONTEXT:Dinner < GLUCOSE_MEASURE_TREND:Steady,False,False
"(14, 8, 13)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose < DISGLYCEMIA_EVENT:Hyperglycemia < GLUCOSE_MEASURE_STATE:Low Glucose,False,False
"(14, 8, 19)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose < DISGLYCEMIA_EVENT:Hyperglycemia < MEAL_CONTEXT:Breakfast,True,False
"(14, 8, 5)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose < DISGLYCEMIA_EVENT:Hyperglycemia < BOLUS_BITZUA_STATE:SubCutaneous Low,True,False
"(14, 16, 9)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose < GLUCOSE_MEASURE_TREND:Decreasing < DISGLYCEMIA_EVENT:Hypoglycemia,True,False
"(14, 10, 13)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose < GLUCOSE_MEASURE_STATE:High Glucose < GLUCOSE_MEASURE_STATE:Low Glucose,False,False
"(14, 10, 16)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose < GLUCOSE_MEASURE_STATE:High Glucose < GLUCOSE_MEASURE_TREND:Decreasing,False,False
"(14, 17, 13)","('c', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Normal Glucose c GLUCOSE_MEASURE_TREND:Increasing < GLUCOSE_MEASURE_STATE:Low Glucose,False,False
"(13, 2, 14)","('o', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose o BASAL_BITZUA_STATE:SubCutaneous Low < GLUCOSE_MEASURE_STATE:Normal Glucose,False,False
"(13, 2, 8)","('o', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose o BASAL_BITZUA_STATE:SubCutaneous Low < DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(13, 2, 10)","('o', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose o BASAL_BITZUA_STATE:SubCutaneous Low < GLUCOSE_MEASURE_STATE:High Glucose,False,False
"(13, 11, 8)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose < GLUCOSE_MEASURE_STATE:Hyperglycemia < DISGLYCEMIA_EVENT:Hyperglycemia,True,True
"(13, 21, 8)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose < MEAL_CONTEXT:Lunch < DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(13, 17, 9)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose < GLUCOSE_MEASURE_TREND:Increasing < DISGLYCEMIA_EVENT:Hypoglycemia,True,True
"(13, 19, 17)","('o', '<', 'o')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose o MEAL_CONTEXT:Breakfast < GLUCOSE_MEASURE_TREND:Increasing,True,False
"(13, 19, 14)","('o', '<', 'o')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose o MEAL_CONTEXT:Breakfast < GLUCOSE_MEASURE_STATE:Normal Glucose,False,False
"(13, 20, 2)","('o', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose o MEAL_CONTEXT:Dinner < BASAL_BITZUA_STATE:SubCutaneous Low,True,True
"(13, 8, 9)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose < DISGLYCEMIA_EVENT:Hyperglycemia < DISGLYCEMIA_EVENT:Hypoglycemia,False,False
"(13, 8, 6)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose < DISGLYCEMIA_EVENT:Hyperglycemia < BOLUS_BITZUA_STATE:SubCutaneous Medium,True,True
"(13, 8, 19)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose < DISGLYCEMIA_EVENT:Hyperglycemia < MEAL_CONTEXT:Breakfast,False,False
"(13, 10, 17)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose < GLUCOSE_MEASURE_STATE:High Glucose < GLUCOSE_MEASURE_TREND:Increasing,True,False
"(13, 10, 18)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose < GLUCOSE_MEASURE_STATE:High Glucose < GLUCOSE_MEASURE_TREND:Steady,False,False
"(13, 10, 18)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose < GLUCOSE_MEASURE_STATE:High Glucose < GLUCOSE_MEASURE_TREND:Steady,False,False
"(13, 17, 18)","('o', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose o GLUCOSE_MEASURE_TREND:Increasing < GLUCOSE_MEASURE_TREND:Steady,False,False
"(13, 17, 14)","('o', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose o GLUCOSE_MEASURE_TREND:Increasing < GLUCOSE_MEASURE_STATE:Normal Glucose,False,False
"(13, 5, 10)","('o', '<', 'o')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose o BOLUS_BITZUA_STATE:SubCutaneous Low < GLUCOSE_MEASURE_STATE:High Glucose,False,False
"(13, 18, 17)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose < GLUCOSE_MEASURE_TREND:Steady < GLUCOSE_MEASURE_TREND:Increasing,True,False
"(13, 18, 8)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose < GLUCOSE_MEASURE_TREND:Steady < DISGLYCEMIA_EVENT:Hyperglycemia,True,False
"(13, 18, 14)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose < GLUCOSE_MEASURE_TREND:Steady < GLUCOSE_MEASURE_STATE:Normal Glucose,True,False
"(13, 20, 3)","('c', 'o', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose c MEAL_CONTEXT:Dinner o BASAL_BITZUA_STATE:SubCutaneous Medium,True,False
"(13, 20, 16)","('c', 'c', 'o')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose c MEAL_CONTEXT:Dinner c GLUCOSE_MEASURE_TREND:Decreasing,True,False
"(13, 17, 10)","('c', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose c GLUCOSE_MEASURE_TREND:Increasing < GLUCOSE_MEASURE_STATE:High Glucose,False,False
"(13, 16, 17)","('c', 'c', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose c GLUCOSE_MEASURE_TREND:Decreasing c GLUCOSE_MEASURE_TREND:Increasing,True,False
"(13, 14, 8)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose < GLUCOSE_MEASURE_STATE:Normal Glucose < DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(13, 14, 9)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose < GLUCOSE_MEASURE_STATE:Normal Glucose < DISGLYCEMIA_EVENT:Hypoglycemia,False,False
"(13, 16, 9)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose < GLUCOSE_MEASURE_TREND:Decreasing < DISGLYCEMIA_EVENT:Hypoglycemia,True,False
"(13, 6, 8)","('o', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose o BOLUS_BITZUA_STATE:SubCutaneous Medium < DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(13, 18, 3)","('c', 'o', 'o')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose c GLUCOSE_MEASURE_TREND:Steady o BASAL_BITZUA_STATE:SubCutaneous Medium,False,False
"(13, 18, 18)","('c', 'c', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose c GLUCOSE_MEASURE_TREND:Steady c GLUCOSE_MEASURE_TREND:Steady,True,False
"(13, 18, 18)","('c', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose c GLUCOSE_MEASURE_TREND:Steady < GLUCOSE_MEASURE_TREND:Steady,False,False
"(13, 18, 5)","('c', 'o', 'o')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose c GLUCOSE_MEASURE_TREND:Steady o BOLUS_BITZUA_STATE:SubCutaneous Low,False,False
"(13, 18, 17)","('c', 'c', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose c GLUCOSE_MEASURE_TREND:Steady c GLUCOSE_MEASURE_TREND:Increasing,True,False
"(13, 18, 19)","('c', 'o', 'o')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose c GLUCOSE_MEASURE_TREND:Steady o MEAL_CONTEXT:Breakfast,False,False
"(13, 18, 12)","('c', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Low Glucose c GLUCOSE_MEASURE_TREND:Steady < GLUCOSE_MEASURE_STATE:Hypoglycemia,False,False
"(12, 13, 18)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:Hypoglycemia < GLUCOSE_MEASURE_STATE:Low Glucose < GLUCOSE_MEASURE_TREND:Steady,False,False
"(12, 9, 21)","('c', 'o', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Hypoglycemia c DISGLYCEMIA_EVENT:Hypoglycemia o MEAL_CONTEXT:Lunch,False,False
"(12, 9, 8)","('c', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Hypoglycemia c DISGLYCEMIA_EVENT:Hypoglycemia < DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(12, 9, 10)","('c', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:Hypoglycemia c DISGLYCEMIA_EVENT:Hypoglycemia < GLUCOSE_MEASURE_STATE:High Glucose,False,False
"(10, 15, 9)","('<', '<', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:High Glucose < GLUCOSE_MEASURE_STATE:Severe Hypoglycemia < DISGLYCEMIA_EVENT:Hypoglycemia,False,False
"(10, 6, 13)","('o', '<', 'o')",3,0.5,,GLUCOSE_MEASURE_STATE:High Glucose o BOLUS_BITZUA_STATE:SubCutaneous Medium < GLUCOSE_MEASURE_STATE:Low Glucose,True,True
"(10, 6, 14)","('o', '<', 'o')",3,0.5,,GLUCOSE_MEASURE_STATE:High Glucose o BOLUS_BITZUA_STATE:SubCutaneous Medium < GLUCOSE_MEASURE_STATE:Normal Glucose,False,False
"(10, 6, 8)","('o', 'c', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:High Glucose o BOLUS_BITZUA_STATE:SubCutaneous Medium c DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(10, 17, 16)","('c', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:High Glucose c GLUCOSE_MEASURE_TREND:Increasing < GLUCOSE_MEASURE_TREND:Decreasing,True,True
"(10, 17, 13)","('c', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:High Glucose c GLUCOSE_MEASURE_TREND:Increasing < GLUCOSE_MEASURE_STATE:Low Glucose,True,True
"(10, 21, 8)","('c', 'c', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:High Glucose c MEAL_CONTEXT:Lunch c DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(10, 19, 8)","('c', 'c', 'c')",3,0.5,,GLUCOSE_MEASURE_STATE:High Glucose c MEAL_CONTEXT:Breakfast c DISGLYCEMIA_EVENT:Hyperglycemia,False,False
"(10, 14, 13)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:High Glucose < GLUCOSE_MEASURE_STATE:Normal Glucose < GLUCOSE_MEASURE_STATE:Low Glucose,True,True
"(10, 20, 6)","('o', 'o', 'o')",3,0.5,,GLUCOSE_MEASURE_STATE:High Glucose o MEAL_CONTEXT:Dinner o BOLUS_BITZUA_STATE:SubCutaneous Medium,False,False
"(10, 20, 13)","('o', '<', 'o')",3,0.5,,GLUCOSE_MEASURE_STATE:High Glucose o MEAL_CONTEXT:Dinner < GLUCOSE_MEASURE_STATE:Low Glucose,False,False
"(10, 20, 18)","('o', '<', 'o')",3,0.5,,GLUCOSE_MEASURE_STATE:High Glucose o MEAL_CONTEXT:Dinner < GLUCOSE_MEASURE_TREND:Steady,False,False
"(10, 18, 13)","('<', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:High Glucose < GLUCOSE_MEASURE_TREND:Steady < GLUCOSE_MEASURE_STATE:Low Glucose,False,False
"(10, 18, 14)","('c', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:High Glucose c GLUCOSE_MEASURE_TREND:Steady < GLUCOSE_MEASURE_STATE:Normal Glucose,True,False
"(10, 18, 8)","('c', 'c', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:High Glucose c GLUCOSE_MEASURE_TREND:Steady c DISGLYCEMIA_EVENT:Hyperglycemia,True,False
"(10, 8, 9)","('c', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:High Glucose c DISGLYCEMIA_EVENT:Hyperglycemia < DISGLYCEMIA_EVENT:Hypoglycemia,False,False
"(10, 8, 15)","('c', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:High Glucose c DISGLYCEMIA_EVENT:Hyperglycemia < GLUCOSE_MEASURE_STATE:Severe Hypoglycemia,False,False
"(10, 8, 17)","('c', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:High Glucose c DISGLYCEMIA_EVENT:Hyperglycemia < GLUCOSE_MEASURE_TREND:Increasing,False,False
"(10, 8, 21)","('c', 'o', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:High Glucose c DISGLYCEMIA_EVENT:Hyperglycemia o MEAL_CONTEXT:Lunch,True,True
"(10, 8, 19)","('c', 'c', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:High Glucose c DISGLYCEMIA_EVENT:Hyperglycemia c MEAL_CONTEXT:Breakfast,False,False
"(10, 16, 13)","('c', '<', '<')",3,0.5,,GLUCOSE_MEASURE_STATE:High Glucose c GLUCOSE_MEASURE_TREND:Decreasing < GLUCOSE_MEASURE_STATE:Low Glucose,False,False
"(8, 15, 9)","('<', '<', 'c')",3,0.5,,DISGLYCEMIA_EVENT:Hyperglycemia < GLUCOSE_MEASURE_STATE:Severe Hypoglycemia < DISGLYCEMIA_EVENT:Hypoglycemia,False,False
"(8, 6, 13)","('<', '<', 'o')",3,0.5,,DISGLYCEMIA_EVENT:Hyperglycemia < BOLUS_BITZUA_STATE:SubCutaneous Medium < GLUCOSE_MEASURE_STATE:Low Glucose,False,False
"(8, 19, 16)","('<', '<', 'o')",3,0.5,,DISGLYCEMIA_EVENT:Hyperglycemia < MEAL_CONTEXT:Breakfast < GLUCOSE_MEASURE_TREND:Decreasing,False,False
"(8, 20, 8)","('<', '<', 'c')",3,0.5,,DISGLYCEMIA_EVENT:Hyperglycemia < MEAL_CONTEXT:Dinner < DISGLYCEMIA_EVENT:Hyperglycemia,True,True
"(7, 11, 16)","('c', 'c', '<')",3,0.5,,DIABETES_DIAGNOSIS_CONTEXT:TRUE c GLUCOSE_MEASURE_STATE:Hyperglycemia c GLUCOSE_MEASURE_TREND:Decreasing,False,False
